Municipality,area,Price,sqft,Year,Elevator,Condition,Energial.,number_of_room,hassauna,floor,total_floor
Mellunkylä,53.0,233000,4396,2015,1,1,C2013,2,1,3,5
Arabianranta,61.0,338000,5541,2008,1,1,E2013,2,1,5,8
Vuosaari,63.0,160000,2540,1971,1,1,F2007,2,0,5,6
Etu-töölö,69.5,694000,9986,2014,1,1,A2007,1,0,7,7
Etu-töölö,72.0,525000,7292,1912,1,2,G2013,2,0,2,5
Punavuori,35.0,355000,10143,1939,1,1,E2007,2,0,5,5
Vesala,44.5,125000,2809,1990,0,2,E2007,2,0,2,4
Etelä-haaga,51.0,157500,3088,1965,1,2,C2018,2,0,4,4
Munkkivuori,55.2,240000,4348,1958,1,2,F2013,2,0,1,4
Harju,56.0,355000,6339,1952,1,2,E2007,2,0,3,8
Kamppi,56.5,325000,5752,1914,1,2,G2013,2,1,5,6
Kallio,42.0,260000,6190,1963,1,1,E2013,2,0,5,7
Kallio,48.0,330000,6875,1958,1,2,G2013,2,0,4,8
Etelä haaga,51.0,175000,3431,1965,1,1,C2018,2,0,3,4
Keskusta,69.6,680000,9770,1905,1,2,,2,0,4,6
Katajanokka,49.0,288500,5888,1981,1,1,D2007,2,0,4,6
Meilahti,44.0,294000,6682,1945,1,1,E2007,2,0,7,7
Hermanni,47.0,265000,5638,1957,1,1,E2007,2,0,6,6
Meri-rastila,48.5,165000,3402,1991,0,1,F2013,2,0,2,2
Itä-pasila,49.0,176000,3592,1975,1,3,F2007,2,0,4,8
Tapaninvainio,52.5,186500,3552,1984,0,2,F2013,2,1,1,2
Mellunmäki,55.0,105000,1909,1968,0,2,D2007,2,0,1,3
Mellunmäki,65.0,135000,2077,1971,1,2,,2,0,1,5
Töölö,66.0,459000,6955,1929,1,1,F2018,2,0,4,6
Pitäjänmäki,39.5,239700,6068,2019,1,1,C2018,2,0,8,8
Punavuori,43.5,378000,8690,1910,0,1,E2013,1,0,4,4
Punavuori,46.0,340000,7391,1938,1,1,E2007,2,0,1,7
Vuosaari,53.5,168000,3140,1965,0,1,F2013,2,0,2,3
Etelä-haaga,54.5,260000,4771,1984,0,2,D2018,2,1,3,3
Niemenmäki,59.0,300000,5085,1964,1,2,E2007,2,0,5,7
Etelä-haaga,60.0,205000,3417,1957,0,2,E2013,2,0,1,4
Ruskeasuo,62.0,342000,5516,1955,0,2,E2013,2,0,2,4
Punavuori,46.0,345000,7500,1961,1,1,E2007,2,0,4,5
Punavuori,48.0,386000,8042,1952,1,1,E2013,2,0,5,5
Puotila,48.5,157000,3237,1961,0,2,E2007,2,0,3,3
Oulunkylä,60.0,170200,2837,1963,0,2,D,2,1,2,3
Ullanlinna,63.0,480000,7619,1957,1,1,F2013,2,0,3,5
Töölö,72.0,530000,7361,1938,0,1,D2007,2,0,6,6
Ullanlinna,78.0,540000,6923,1970,1,2,F2013,2,0,2,7
Kamppi,80.0,560000,7000,1914,1,1,,2,0,4,4
Pitäjänmäki,115.0,630000,5478,2009,1,1,F2013,2,0,3,3
Vilhonvuori,40.0,262000,6550,1960,1,2,F2013,2,0,8,8
Vallila,40.7,215000,5283,1956,0,2,F2013,2,0,3,3
Myllypuro,43.0,155000,3605,1964,0,1,,2,0,2,3
Konala,43.5,149000,3425,1962,0,2,E2018,2,0,3,4
Tapanila,51.0,175000,3431,1986,0,2,,2,1,2,2
Harju,59.0,320000,5424,1929,1,1,D2013,2,0,4,6
Siltamäki,62.0,270000,4355,1929,0,1,C2018,2,0,3,3
Myllypuro,52.0,176000,3385,1965,1,2,C,2,1,3,5
Etu-töölö,53.0,325000,6132,1928,1,1,D2012,2,0,4,7
Pajamäki,53.8,205000,3810,1960,0,2,F2018,2,0,1,4
Mellunmäki,55.0,105000,1909,1970,0,2,,2,1,1,3
Munkkivuori,58.0,315000,5431,1958,1,1,E2007,2,0,2,3
Pitäjänmäki,64.5,170000,2636,1973,1,2,F2013,2,1,3,6
Munkkiniemi,40.0,289753,7244,1952,1,1,D2013,2,0,6,6
Kamppi,41.0,300000,7317,1936,1,2,E2007,2,0,2,4
Punavuori,46.9,360000,7676,1912,0,1,E2011,2,1,2,3
Oulunkylä,47.5,250000,5263,1956,0,2,F2013,2,0,3,4
Oulunkylä,51.5,228000,4427,1964,0,1,E2007,2,0,1,3
Vuosaari,54.5,163000,2991,1966,1,1,D,2,0,2,8
Suurmetsä,63.0,128000,2032,1973,0,1,F2013,2,0,3,3
Vuosaari,63.5,195000,3071,1969,1,1,D2007,2,0,2,8
Kallio,44.5,200000,4494,1964,1,2,,2,0,3,6
Mellunmäki,50.5,130000,2574,1972,1,1,G2013,2,0,2,5
Kallio,50.0,321000,6420,1939,1,1,E2013,2,0,3,6
Etelä-haaga,41.0,184000,4488,1963,0,1,F2013,2,0,3,4
Lauttasaari,47.0,284049,6044,1958,0,2,E2007,2,0,1,4
Kallio,47.0,295000,6277,1937,1,1,E2007,2,0,7,7
Lassila,49.5,169000,3414,1979,1,2,F2013,2,0,5,5
Kruununhaka,50.0,414000,8280,1930,1,1,D2018,2,0,2,5
Herttoniemi,40.0,205000,5125,1951,0,1,F2013,2,0,1,2
Harju,59.0,300000,5085,1938,1,1,F2013,2,0,3,4
Siltamäki,62.0,220000,3548,1985,0,1,F2013,2,1,1,1
Jätkäsaari,40.0,264000,6600,2021,1,1,B2018,2,0,6,7
Myllypuro,43.0,150000,3488,1964,0,2,,2,0,2,3
Kontula,43.5,120000,2759,1969,1,2,G2013,2,0,1,9
Lassila,49.0,190000,3878,1981,0,2,D2007,2,0,1,2
Munkkivuori,47.0,233000,4957,1957,0,2,F2013,2,0,1,3
Tapulikaupunki,49.0,133000,2714,1980,0,2,D2013,2,0,2,3
Katajanokka,52.0,310000,5962,1984,1,2,E2007,2,0,4,5
Lauttasaari,52.5,250000,4762,1950,1,2,,2,0,3,4
Konepaja,53.5,369000,6897,2018,1,1,C2013,2,0,3,11
Alppila,54.0,272000,5037,1958,1,3,E2007,2,0,2,7
Roihuvuori,43.0,157000,3651,1957,0,2,F2013,2,0,1,3
Etu-töölö,43.0,350000,8140,1914,0,1,G2013,2,0,3,5
Vanhankaupunginkoski,43.5,275000,6322,2008,1,1,,2,1,4,4
Kannelmäki,44.2,191000,4321,1960,0,1,E2007,2,0,2,3
Kaartinkaupunki,46.0,406000,8826,1912,0,1,D2013,1,0,5,5
Etu-töölö,49.5,360000,7273,1927,1,1,F2013,2,0,3,7
Lauttasaari,55.5,380000,6847,1954,0,1,E2007,2,0,3,4
Lauttasaari,58.0,359000,6190,1939,1,1,E2007,2,0,2,4
Itäkeskus,59.5,215000,3613,2000,1,2,D2007,2,0,4,6
Sörnäinen,59.5,335000,5630,2000,1,2,,2,1,6,12
Katajanokka,59.5,510000,8571,2007,1,1,,2,1,4,5
Arabianranta,63.5,385000,6063,2013,1,1,A2007,2,1,4,4
Etu-töölö,86.0,685000,7965,1914,1,1,F2013,2,0,4,6
Kulosaari,46.5,218000,4688,1961,1,1,G2013,2,0,2,4
Vesala,48.5,135000,2784,1991,0,2,E2013,2,1,1,3
Ullanlinna,55.5,450578,8119,1906,1,2,F2013,2,0,3,4
Viikki,36.0,205000,5694,2004,1,1,E,2,1,4,6
Etelä-haaga,37.5,227500,6067,1958,0,2,F2013,2,0,2,4
Pajamäki,46.5,204476,4397,1998,1,2,C2018,2,1,2,5
Alppiharju,49.0,316000,6449,1985,1,2,E2013,2,1,6,7
Myllypuro,50.5,175000,3465,1963,1,2,,2,0,5,7
Suurmetsä,51.0,110000,2157,1973,1,2,F2013,2,0,4,5
Herttoniemenranta,54.0,300000,5556,2008,1,1,E2013,2,1,6,7
Länsi-pasila,55.0,270000,4909,1981,1,1,F2013,2,0,2,5
Kivikko,56.0,175000,3125,2004,1,1,F2013,2,1,2,6
Patola,56.2,152000,2705,1975,0,1,E2007,2,0,2,3
Tapanila,59.0,159000,2695,1979,0,2,G2013,2,0,2,2
Ullanlinna,82.0,535000,6524,1929,1,2,F2016,2,0,1,6
Merihaka,45.0,230000,5111,1974,1,1,E2018,2,0,1,14
Vuosaari,46.0,165000,3587,1965,0,1,,2,0,3,3
Lauttasaari,52.0,386000,7423,2005,1,1,,2,1,7,7
Itä-pasila,60.0,220000,3667,1974,1,2,E2013,2,0,4,7
Katajanokka,40.0,431650,10791,1940,1,1,C2018,2,0,4,8
Kallio,42.0,269000,6405,1938,1,2,F2013,2,0,4,6
Käpylä,43.0,239500,5570,1950,0,2,G2013,2,0,2,4
Kannelmäki,55.0,157000,2855,1974,1,1,E2013,2,1,4,5
Kontula,58.0,100000,1724,1970,1,3,G2013,2,0,1,8
Arabianranta / toukola,58.5,362500,6197,2015,1,1,B2018,2,1,3,9
Pitäjänmäki,59.0,295000,5000,2005,1,1,,2,1,1,3
Koskela,62.0,160000,2581,1972,1,2,F,2,0,5,6
Etu-töölö,68.6,520000,7580,1928,1,1,F2013,2,0,3,7
Taka-töölö,38.0,280000,7368,1938,1,2,,2,0,2,6
Alppila,40.5,282000,6963,1961,1,1,F2013,2,0,3,4
Herttoniemenranta,51.5,339000,6583,2018,0,1,B2007,2,0,1,2
Puotila,53.2,181000,3402,1961,0,1,E2007,2,0,3,3
Itäkeskus,59.0,160000,2712,1963,0,2,,2,0,1,3
Eiranranta,93.5,900000,9626,2007,1,1,E2014,2,1,2,8
Vallila,38.0,231500,6092,1963,0,2,G2013,2,0,3,3
Meri-rastila,43.0,135000,3140,1991,0,2,E2007,2,0,2,3
Tapaninvainio,50.5,140000,2772,1971,0,2,,2,0,3,3
Kamppi,53.0,410000,7736,1951,1,1,E2018,2,0,5,5
Haaga,53.5,268000,5009,1958,0,1,,2,1,2,3
Pohjois-haaga,54.5,200000,3670,1954,0,2,E2013,2,0,2,3
Itä-pasila,56.5,227000,4018,1977,1,1,F2013,2,1,7,12
Etu-töölö,69.1,530000,7670,1912,1,1,G2013,2,0,5,5
Meri-rastila,47.0,150000,3191,1991,0,2,D2018,2,0,3,3
Töölö,36.0,295000,8194,1927,1,1,D2007,2,0,3,6
Roihuvuori,42.0,187500,4464,1965,1,1,E,2,0,6,8
Rastila,44.0,200000,4545,2002,1,1,D2007,2,0,1,6
Rastila,47.5,191000,4021,2001,1,1,,2,0,3,5
Kallio,51.0,290000,5686,1984,1,1,E2013,2,0,8,8
Vuosaari,52.0,168000,3231,2001,1,2,F2013,2,1,3,7
Ullanlinna,54.5,467500,8578,1906,0,1,G2015,2,0,1,3
Puotila,55.0,177000,3218,1961,0,1,F2013,2,0,2,3
Lauttasaari,55.0,314000,5709,1964,1,1,F2013,2,0,3,4
Etelä-haaga,31.0,218000,7032,1961,0,2,E2018,2,0,2,3
Etelä-haaga,37.5,240000,6400,1958,0,2,F2013,2,0,1,4
Munkkivuori,41.0,177000,4317,1958,0,2,D2018,2,0,7,8
Lauttasaari,41.0,270000,6585,1973,1,1,F2013,2,0,2,6
Katajanokka,41.0,447000,10902,1940,1,1,C2018,2,0,3,8
Myllypuro,45.5,157000,3451,1965,1,2,B2007,2,0,3,5
Konala,46.0,175000,3804,1960,0,2,,2,0,3,3
Pajamäki,46.2,190000,4113,1960,0,1,F2018,2,0,2,4
Kannelmäki,48.0,170000,3542,2000,1,1,F2007,2,1,4,5
Etu-töölö,56.5,410000,7257,1920,1,2,F2013,2,0,2,6
Meilahti,35.0,248000,7086,1946,1,2,F2007,2,0,6,8
Herttoniemi,37.5,258000,6880,2017,1,1,C2015,2,0,6,8
Taka-töölö,39.0,298000,7641,1939,1,2,F2013,2,0,2,6
Käpylä,41.0,235000,5732,1940,0,1,G2013,2,0,1,3
Vuosaari,48.5,196000,4041,2001,1,1,F2013,2,1,6,7
Käpylä,49.0,260000,5306,1952,0,2,G2013,2,0,4,4
Puistola,56.0,144000,2571,1982,0,2,F2013,2,1,1,4
Laajasalo,58.0,225000,3879,1980,0,2,F2013,2,1,1,2
Kallio,60.5,393000,6496,1939,1,1,E2013,2,1,7,8
Itäkeskus,51.5,179000,3476,1963,1,2,E2007,2,0,9,9
Munkkiniemi,57.0,297000,5211,1967,1,1,D2018,2,0,1,6
Itäkeskus,58.5,185000,3162,1977,1,1,,2,1,1,5
Katajanokka,39.0,385750,9891,1940,1,1,C2018,2,0,2,8
Lauttasaari,40.0,250000,6250,1959,0,1,G2013,2,0,4,4
Mellunmäki,48.0,150074,3127,1974,1,1,E2007,2,0,8,9
"Reimarla, pitäjänmäki",51.5,164000,3184,1975,1,1,E2007,2,1,3,4
Tapanila,55.0,280000,5091,1999,0,1,G2013,2,0,1,2
Kallio,55.0,290000,5273,1940,1,1,F2013,2,0,5,6
Taka-töölö,61.0,405000,6639,1926,1,1,F2013,2,0,5,6
Punavuori,70.6,530000,7507,1914,1,2,E2013,2,0,4,5
Konala,44.0,186000,4227,1962,0,1,E2018,2,0,1,3
Etelä haaga,51.0,172000,3373,1965,1,1,C2018,2,0,1,4
Kallio,28.0,220000,7857,1937,1,1,G2013,1,0,4,7
Laajasalo,48.5,179000,3691,1975,0,1,F2013,2,0,3,3
Punavuori,56.0,360000,6429,1957,1,2,E,2,0,2,6
Taka-töölö,57.0,380000,6667,1937,1,1,,2,0,2,6
Pikku-huopalahti,58.5,239499,4094,1998,1,2,E2007,2,0,6,6
Vallila,40.0,258000,6450,1925,0,1,E2007,2,0,2,4
Ullanlinna,41.2,335000,8131,1953,1,1,F2013,1,0,3,8
Ullanlinna,41.2,335000,8131,1953,1,1,,2,0,3,8
Kontula,43.5,117000,2690,1969,1,1,G2013,2,0,7,8
Taka-töölö,47.5,294000,6189,1937,1,1,C2007,2,0,1,6
Pohjois-haaga,52.0,240000,4615,1959,0,1,F2007,2,0,2,4
Kannelmäki,54.5,135000,2477,1980,1,3,D2013,2,0,2,4
Arabianranta,56.5,335000,5929,2007,1,1,E2013,2,1,3,7
Kannelmäki,42.0,130000,3095,1976,0,1,F2007,2,0,2,3
Kuninkaantammi,42.5,205000,4824,2019,1,1,C2013,2,0,3,4
Pohjois-haaga,42.5,208000,4894,1957,0,1,E2013,2,0,1,4
Tapaninvainio,44.5,172500,3876,1987,0,1,E2013,2,1,1,3
Pikku-huopalahti,44.5,322000,7236,2005,1,1,F2014,2,0,3,4
Pitäjänmäki,50.0,172000,3440,1988,1,2,F2013,2,0,1,5
Mellunmäki,50.5,129000,2554,1973,0,2,F2007,2,1,3,3
Munkkivuori,54.5,258000,4734,1957,0,2,F2013,2,0,3,3
Munkkivuori,57.5,280000,4870,1958,0,1,E2007,2,0,1,3
Aurinkolahti,46.0,230000,5000,2003,1,1,G,2,1,4,5
Pitäjänmäki,50.0,155000,3100,1988,1,2,F2013,2,0,4,5
Kamppi,51.0,360000,7059,1929,1,2,,2,0,2,5
Roihuvuori,52.0,182500,3510,1957,0,1,F2013,2,0,3,3
Kontula,54.0,120000,2222,1968,1,2,,2,1,7,8
Konala,43.5,146000,3356,1962,0,2,F2013,2,0,2,4
Töölö,47.1,332000,7049,1913,0,2,E2007,2,0,5,5
Siltamäki,48.5,125000,2577,1970,0,2,G2013,2,0,1,2
Konepaja,57.0,412500,7237,2015,1,1,,2,1,6,6
Kallio,57.0,279000,4895,1956,1,1,G2013,2,0,7,8
Meilahti,41.5,261500,6301,1939,1,2,G2007,2,0,6,6
Vallila,42.0,252000,6000,1928,0,2,E2007,2,1,2,4
Puotila,47.5,185000,3895,1961,0,1,E2007,2,0,3,3
Munkkiniemi,53.2,290000,5451,1950,1,1,E2018,2,0,3,6
Konala,59.5,225000,3782,2011,1,1,E2013,2,1,1,5
Meilahti,62.0,360000,5806,1945,1,2,D2007,2,0,2,5
Lauttasaari,49.0,290000,5918,1959,0,2,E2007,2,0,3,3
Kruunuvuorenranta,56.0,233956,4178,2016,1,1,C2013,2,0,5,5
Herttoniemenranta,62.5,305000,4880,2002,1,1,D2007,2,1,1,5
Suurmetsä,63.0,138000,2190,1974,1,1,,2,0,2,3
Vesala,57.0,139000,2439,1989,0,2,,2,1,1,3
Kontula,43.5,128990,2965,1966,1,1,F2013,2,0,3,8
Pajamäki,46.0,210000,4565,1959,0,1,F2013,2,0,3,3
Kalasatama,47.0,328000,6979,2019,0,1,,2,0,12,35
Ullanlinna,47.5,362000,7621,1931,1,2,F2016,2,0,6,7
Kumpula,57.0,245000,4298,1987,0,1,F2013,2,0,3,3
Roihuvuori,46.0,145000,3152,1963,0,1,,2,0,2,3
Kannelmäki,46.0,186000,4043,1961,0,1,F2013,2,0,3,3
Viikki,58.0,267000,4603,2004,1,1,E,2,1,5,5
Pohjois-haaga,47.0,142500,3032,1972,0,2,,2,0,2,7
Kurkimäki,55.5,228000,4108,2019,0,1,C,2,0,2,2
Kallio,40.0,245000,6125,1939,1,1,F2013,2,0,1,6
Kannelmäki,40.5,170000,4198,1958,0,2,G2013,2,0,3,3
Vallila,43.0,338427,7870,2019,1,1,C2013,2,1,2,11
Kallahti,44.0,160000,3636,1995,1,1,F2013,2,1,2,6
Haaga,49.5,168000,3394,1979,1,2,F2013,2,0,3,5
